pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
3157	Bir adam bir kutuyu kesiyor	Bir kutuyu kesen bir adam yok	3.9	CONTRADICTION
3158	Adam bant kutusundaki kesiyor	Bir adam bant kutusundaki kesiyor	5.0	ENTAILMENT
3161	Bir adam bant kutusundaki kesiyor	Bir adam bir kutuyu kesiyor	3.9	NEUTRAL
3162	Adam bant kutusundaki kesmiyor	Bir adam bir kutuyu kesiyor	3.1	NEUTRAL
3164	Bir adam tarafından bir kutu kesiliyor	Adam bant kutusundaki kesiyor	3.4	NEUTRAL
3165	Adam bant kutusundaki kesiyor	Bir kutuyu kesen bir adam yok	3.7	NEUTRAL
3166	Bir adam bir kutuyu kesiyor	Adam bant kutusundaki kesiyor	3.7	NEUTRAL
3170	Rüzgar enstrümanı çalan genç bir çocuk yok	Genç bir çocuk rüzgar enstrümanı çalıyor	4.3	CONTRADICTION
3182	Bir adam yavaş yavaş ormanda trekking yapıyor	Adam ormanda yürüyüş yapıyor	4.5	ENTAILMENT
3186	Bir adam domates dilimliyor	Domates dilimleyen adam yok	3.0	CONTRADICTION
3187	Bir kadın havuç dilimliyor	Bir kadın havuç kesiyor	4.9	ENTAILMENT
3188	Bir kadın havuç bırakıyor	Bir kadın havuç dilimliyor	3.9	NEUTRAL
3192	Bir kadın havuç dilimliyor	Domates dilimleyen adam yok	2.1	NEUTRAL
3200	Kadın bir kasede eti karıştırıyor	Bir bayan bir kasede et karışımını karıştırıyor	4.7	ENTAILMENT
3201	Kadın bir kasede eti karıştırıyor	Bir kasede et karışımını karıştıran bayan yok	4.1	CONTRADICTION
3202	Bir bayan bir kasede et karışımını karıştırıyor	Kadın bir kasede eti karıştırıyor	4.6	ENTAILMENT
3203	Bir kadın tarafından bir limon sıkılıyor	Bir kadın limon sıkıyor	4.9	ENTAILMENT
3208	Limondan suyunu sıkan kadın yok	Bir kadın limon sıkıyor	3.7	CONTRADICTION
3213	Bir yavru kedi sıkılıyor	Bir yavru kedi mavi bir ip ile oynuyor	2.6	NEUTRAL
3214	Küçük kedi bir oyuncakla oynuyor	Yavru kedi oyuncakla oynuyor	4.8	ENTAILMENT
3217	Bir yavru kedi mavi bir ip ile oynuyor	Yavru kedi oyuncakla oynamıyor	4.0	CONTRADICTION
3218	Bir yavru kedi mavi ipten yapılmış bir oyuncakla çalıyor	Yavru kedi oyuncakla oynuyor	4.6	ENTAILMENT
3221	Bir çocuk korkuyla bir köprüden yürüyor	Bir çocuk bir köprüden yürüyor	4.7	ENTAILMENT
3223	Bir adam bir halat köprüsünde yavaşça yürüyor	Bir adam yavaşça ipten yapılmış bir köprü boyunca yürüyor	4.9	ENTAILMENT
3224	Bir adam bir halat köprüsünde durduruluyor	Bir adam bir halat köprüsünde yavaşça yürüyor	3.8	NEUTRAL
3227	Bir adam bir halat köprüsünde yavaşça yürüyor	Bir çocuk korkuyla bir köprüden yürüyor	3.4	NEUTRAL
3228	Köprü boyunca yürüyen bir çocuk yok	Bir adam bir halat köprüsünde yavaşça yürüyor	2.7	NEUTRAL
3230	Bir çocuk bir olta asıyor ve bir balığın önünde koşuyor	Bir çocuk balık tutmak ve bir balığın önünde koşmak için bir çubuk asıyor	5.0	ENTAILMENT
3232	Bir çocuk balıkçılık hattından kaçıyor	Genç bir adam balıkçılık hattından kaçıyor	4.1	NEUTRAL
3238	Bir çocuk balıkçılık hattından kaçıyor	Bir çocuk bir olta asıyor ve bir balığın önünde koşuyor	3.6	NEUTRAL
3242	Bir hayvan dinleniyor	Bir hayvan çevrelerde koşuyor	3.3	NEUTRAL
3243	Bir sincap çevrelerde çalışıyor	Bir hayvan çevrelerde yorgun bir şekilde koşuyor	3.9	NEUTRAL
3248	Bir kadın yumurta kaynatıyor	Yumurtalar bir kadın tarafından kaynatılıyor	4.9	ENTAILMENT
3252	Bir kadın bir tencereye iki yumurta koyuyor	Bir kadın yumurta kaynatıyor	4.2	NEUTRAL
3253	Bir kadın bir tencereden sudan iki yumurta alıyor	Bir kadın yumurta kaynatıyor	3.9	NEUTRAL
3254	Yumurtalar bir kadın tarafından kaynatılıyor	Bir kadın iki yumurtayı bir tencereye yerleştiriyor	4.1	NEUTRAL
3255	Bir kadın iki yumurtayı bir tencereye yerleştiriyor	Bir kadın yumurta kurutuyor	3.5	NEUTRAL
3256	Bir kadın iki yumurtayı bir tencereye yerleştiriyor	Bir kadın yumurta kaynatıyor	4.2	ENTAILMENT
3257	Bir adam gitar çalıyor	Adam gitar çalıyor	5.0	ENTAILMENT
3260	Bir adam gitar çalıyor	Bir adam gitarı düşürüyor	3.2	NEUTRAL
3261	Bir adam gitar çalıyor	Bir gitar bir adam tarafından oynanıyor	5.0	ENTAILMENT
3262	Bir adam gitar çalıyor	Bir adam gitarı düşürüyor	3.3	NEUTRAL
3264	Bir adam gitar çalıyor	Kimse gitar çalmıyor	3.7	CONTRADICTION
3271	Futbolcu topu birinin bacakları arasına tekmelemiyor	Bir kişi ayaklarının arasına bir futbol topu tekmeliyor	3.1	NEUTRAL
3272	Futbolcu topu birinin bacakları arasına tekmeliyor	Bir kişi birinin ayakları arasında bir futbol maçı için top tekme atıyor	4.2	ENTAILMENT
3273	Birinin ayakları arasında futbol topu tekme atan kimse yok	Futbolcu topu birinin bacakları arasına tekmeliyor	3.8	CONTRADICTION
3274	Futbolcu topu birinin bacakları arasına tekmeliyor	Bir kişi ayaklarının arasına bir futbol topu tekmeliyor	3.9	NEUTRAL
3277	Genç olan çocuk okyanus dalgalarından geçiyor	Genç çocuk okyanus dalgalarından geçiyor	5.0	ENTAILMENT
3278	Genç çocuk okyanus dalgalarından geçiyor	Genç çocuk okyanus dalgalarından geçmiyor	3.8	CONTRADICTION
3280	Genç olan çocuk okyanus dalgalarından geçiyor	Bir çocuk okyanus dalgalarının içine girip çıkıyor	4.4	ENTAILMENT
3281	Bir çocuk okyanus dalgalarının içine girip çıkıyor	Genç çocuk okyanus dalgalarından geçmiyor	3.6	NEUTRAL
3283	Genç çocuk okyanus dalgalarından geçiyor	Bir çocuk okyanusun dalgalarına girip çıkıyor	4.5	ENTAILMENT
3285	Genç çocuk okyanus dalgalarından geçiyor	Bir çocuk okyanus dalgalarının içine girip çıkıyor	4.0	ENTAILMENT
3286	Bir kadın domuz pirzolası kaplıyor	Bir aşçı domuz pirzolasını kaplıyor	4.3	ENTAILMENT
3287	Bir kadın domuz pirzolası kaplıyor	Domuz pirzolası kaplayan kadın yok	3.7	CONTRADICTION
3288	Bir kadın havuç ızgarıyor	Havuç bir kadın tarafından rendeleniyor	5.0	ENTAILMENT
3294	Bir kadın havuç ızgarıyor	Bir kadın domuz pirzolası kaplıyor	2.0	NEUTRAL
3298	Erkek ve kadın geziniyor	Erkek ve kadın yürüyor	4.5	ENTAILMENT
3299	Erkek ve kadın yürümiyor	Erkek ve kadın yürüyor	2.8	CONTRADICTION
3303	Bir erkek ve bir kadın hala ormanda duruyor	Erkek ve kadın yürüyor	3.2	NEUTRAL
3304	Bir adam bir kadını ormanda yürüyor	Erkek ve kadın yürüyor	4.0	ENTAILMENT
3311	Güney Afrika uçağı mavi gökyüzünde uçmuyor	Havada bir uçak uçuyor	2.7	NEUTRAL
3313	Güney Afrika uçağı mavi gökyüzünde uçuyor	Yerde bir uçak yerleştiriliyor	2.3	NEUTRAL
3314	Güney Afrika uçağı mavi gökyüzünde uçuyor	Havada bir uçak uçuyor	3.9	ENTAILMENT
3316	Ekmekli domuz pirzolası pişiren kadın yok	Bir kadın ekmekli bir domuz pirzolası pişiriyor	3.4	CONTRADICTION
3319	Kadın biraz ekmek ve kızarmış domuz eti	Kadın ekmekli bir domuz pirzolası kızartıyor	2.9	NEUTRAL
3321	Bir kadın ekmekli bir domuz pirzolası pişiriyor	Kadın ekmekli bir domuz pirzolası kızartmıyor	4.0	NEUTRAL
3324	Ekmekli domuz pirzolası pişiren kadın yok	Kadın ekmekli bir domuz pirzolası kızartıyor	3.7	CONTRADICTION
3325	Kadın ekmekli bir domuz pirzolası kızartıyor	Bir kadın ekmekli bir domuz pirzolası pişiriyor	4.7	ENTAILMENT
3327	Adam ekmek dilimliyor	Adam ekmeği bırakıyor	3.1	NEUTRAL
3329	Kadın otları dilimliyor	Kadın otları dilimlemiyor	3.8	CONTRADICTION
3330	Adam ekmek dilimliyor	Bir kadın otları dilimliyor	2.4	NEUTRAL
3332	Ekmek adam tarafından dilimleniyor	Kadın otları dilimliyor	1.8	NEUTRAL
3336	Bir adam çatıda duruyor	Bir adam çatıda dans ediyor	3.8	NEUTRAL
3339	En iyi keman oyuncusu bir adam üzerinde çatıda duruyor	Bir adam çatı üzerinde duruyor ve keman çalıyor	3.6	NEUTRAL
3340	Bir adam bir çatının tepesinde duruyor ve keman çalıyor	Bir adam çatıda dans ediyor	3.2	NEUTRAL
3342	Bir adam çatıda dans ediyor	En iyi keman oyuncusu bir adam üzerinde çatıda duruyor	2.7	NEUTRAL
3344	Bir adam çatı üzerinde duruyor ve keman çalıyor	Bir adam çatıda duruyor	4.0	ENTAILMENT
3345	Bir adam çatıda dans ediyor	Bir adam çatı üzerinde duruyor ve keman çalıyor	3.0	NEUTRAL
3346	Birisi yazıyor	Birisi yazıyor	3.7	NEUTRAL
3347	Kimse yazmıyor	Birisi yazıyor	4.0	CONTRADICTION
3349	Birisi bir klavyeyi bırakıyor	Birisi bir klavyeye yazıyor	3.315	NEUTRAL
3351	Birisi yazıyor	Birisi bir klavyeyi bırakıyor	2.9	NEUTRAL
3353	Kimse yazmıyor	Birisi bir klavyeye yazıyor	2.7	CONTRADICTION
3357	Bir kadın patates soyuyor	Bir kadın tarafından bir patates soyuluyor	4.9	ENTAILMENT
3358	Bir kadın patates soyuyor	Bir kadın patates atıyor	3.3	NEUTRAL
3359	Bir kadın tarafından bir patates soyuluyor	Bir kadın patates soyuyor	5.0	ENTAILMENT
3362	Bir kadın patates soyuyor	Patates soyan kadın yok	3.4	CONTRADICTION
3366	Birisi bir hayvanı temizliyor	Birisi bir hayvanı temizliyor	4.5	ENTAILMENT
3367	Birisi bir hayvanı temizliyor	Birisi bir hayvanı kirletiyor	3.4	CONTRADICTION
3368	Bir kadın karides temizliyor	Birisi bir hayvanı temizliyor	3.4	ENTAILMENT
3369	Birisi bir hayvanı kirletiyor	Bir kadın karides temizliyor	2.0	NEUTRAL
3370	Kadın bir karides temizliyor	Birisi bir hayvanı temizliyor	3.9	ENTAILMENT
3371	Karides temizleyen kadın yok	Birisi bir hayvanı temizliyor	2.6	NEUTRAL
3372	Bir kadın karides temizliyor	Birisi bir hayvanı temizliyor	4.2	ENTAILMENT
3374	Su scooter'a binen kadın yok	Bir kadın su scooter'a biniyor	3.4	CONTRADICTION
3375	Bir kadın su scooter'a biniyor	Bir kadın suya doğru bir scooter sürüyor	3.815	NEUTRAL
3376	Çocuk hızlı bir şekilde üç tekerlekli bisiklet sürüyor	Çocuk üç tekerlekli bisiklet sürüyor	4.385	ENTAILMENT
3378	Çocuk hızlı bir şekilde üç tekerlekli bisiklet sürüyor	Bir kadın su scooter'a biniyor	1.4	NEUTRAL
3382	Çocuk üç tekerlekli bisiklet sürüyor	Bir kadın suya doğru bir scooter sürüyor	1.6	NEUTRAL
3385	Biraz bambu yiyen panda ayı yok	Bir panda ayısı biraz bambu yiyor	3.9	CONTRADICTION
3386	Bir panda bambu bastonu yiyor	Panda bambu yiyor	4.6	ENTAILMENT
3389	Bir panda ayısı biraz bambu yiyor	Panda bambu yemiyor	2.6	CONTRADICTION
3395	Kadın bir kasede yumurta karıştırıyor	Bayan bir kasede yumurta karıştırıyor	4.9	ENTAILMENT
3396	Kadın bir kasede yumurta karıştırıyor	Kadın bir kasede yumurtaları karıştırmıyor	3.9	CONTRADICTION
3397	Birisi yumurtayı dövüyor	Bayan bir kasede yumurta karıştırıyor	3.9	NEUTRAL
3400	Kimse Yumurta Yok Değil	Kadın bir kasede yumurta karıştırıyor	4.1	CONTRADICTION
3405	Bir kişi bir tortilla açıyor	Bir kişi bir tortilla katlıyor	3.1	CONTRADICTION
3407	Bir kişi bir tortilla açıyor	Bir adam bir tortilla katlıyor	3.6	NEUTRAL
3411	Adam bir balık yakalıyor	Bir adam balık yakalıyor	4.9	ENTAILMENT
3412	Bir adam bir balığı serbest bırakıyor	Bir adam balık yakalıyor	4.0	NEUTRAL
3413	Büyük bir balık bir adamı yakalar	Bir adam balık yakalıyor	2.6	NEUTRAL
3414	Bir kadın bir balığı dikkatlice küçümsüyor	Bir kadın balığı kemiriyor	4.6	ENTAILMENT
3416	Bir kadın bir balığı dikkatlice küçümsüyor	Bir adam balık yakalıyor	1.4	NEUTRAL
3418	Adam bir balık yakalıyor	Bir kadın balığı kemiriyor	2.1	NEUTRAL
3422	Bir adam bir arp oynuyor	Adam bir arp oynuyor	5.0	ENTAILMENT
3424	Bir adam bir arp oynuyor	Bir adam bir oyun hakkında zorlanıyor	2.2	NEUTRAL
3426	Bir adam keman paketliyor	Bir adam keman çalıyor	3.6	NEUTRAL
3427	Bir adam bir arp oynuyor	Bir adam tarafından oynanıyor	2.7	NEUTRAL
3428	Bir adam keman paketliyor	Bir adam bir arp oynuyor	2.8	NEUTRAL
3429	Adam bir arp oynuyor	Bir adam keman çalıyor	3.1	NEUTRAL
3432	Bir adam keman çalıyor	Bir adam bir arp oynuyor	3.8	NEUTRAL
3435	Bir kişi bir tepsiye tereyağı siliyor	Bir kişi bir tepsiye tereyağı yayıyor	4.1	ENTAILMENT
3436	Bir kişi bir tepsiye tereyağı siliyor	Bir kişi tereyağını bir tepsiden çıkarıyor	3.6	NEUTRAL
3437	Bir kişi bir tepsiyi tereyağlandırıyor	Bir kişi bir tepsiye tereyağı yayıyor	4.9	ENTAILMENT
3438	Bir kişi tereyağını bir tepsiden çıkarıyor	Bir kişi bir tepsiyi tereyağlandırıyor	3.9	NEUTRAL
3440	Bir kişi bir tepsiye tereyağı siliyor	Bir tepsiyi tereyağlayan kimse yok	3.9	CONTRADICTION
3443	Bir kadın voleybol alıyor	Bir kadın bir ağ üzerinden voleybol servis ediyor	4.1	NEUTRAL
3444	Bir kadın başka bir kadın tarafından voleybol veriliyor	Bir kadın başka bir kadına voleybol teslim ediyor	5.0	ENTAILMENT
3448	Bir kadın başka bir kadına voleybol teslim ediyor	Bir kadın bir ağın üzerine voleybol atıyor	4.0	NEUTRAL
3451	Bir adam bir baltayla kütük kesiyor	Bir adam bir baltayla kütük kesiyor	4.9	ENTAILMENT
3452	Bir adam bir baltayla kütük kesiyor	Balta ile kütük kesen adam yok	3.3	CONTRADICTION
3453	Adam bir ağacın gövdesini bir balta ile kesiyor	Adam bir baltayla bir ağaç gövdesini kesiyor	4.9	ENTAILMENT
3454	Adam bir baltayla bir ağaç gövdesini kesmiyor	Adam bir baltayla bir ağaç gövdesini kesiyor	3.9	CONTRADICTION
3461	Gitar oynayan adam yok	Bir adam gitar çalıyor	2.8	CONTRADICTION
3462	Bir adam bir gitar çalıyor	Bir adam gitar çalıyor	4.5	ENTAILMENT
3465	Bir adam bir gitar koyuyor	Bir adam gitar çalıyor	3.6	NEUTRAL
3467	Bir adam gitar çalıyor	Gitar oynayan adam yok	4.285	CONTRADICTION
3471	Adam düşünüyor	Bir adam düşünüyor	5.0	ENTAILMENT
3472	Bir adam düşünüyor	Düşünen bir adam yok	3.5	CONTRADICTION
3479	Bir adam düşünüyor	Bir adam dans ediyor	2.6	NEUTRAL
3480	Küçük bir tahta dolabın üzerine tünemiş beyaz bir kat olan bir kedi, pencerenin dışına bakıyor	Küçük bir ahşap dolap üzerine tünemiş beyaz bir kedi pencerenin dışına bakıyor	4.8	ENTAILMENT
3484	Masaya tünemiş kedi pencereden dışarı bakmaz	Masaya tünemiş kedi pencereden dışarı bakıyor	3.7	CONTRADICTION
3486	Küçük bir ahşap dolap üzerine tünemiş beyaz bir kedi pencerenin dışına bakıyor	Masaya tünemiş kedi merakla pencereden dışarı bakıyor	4.0	ENTAILMENT
3487	Küçük bir ahşap dolap üzerine tünemiş beyaz bir kedi pencerenin dışına bakıyor	Masaya tünemiş kedi pencereden dışarı bakmaz	3.0	NEUTRAL
3488	Küçük bir ahşap dolap üzerine tünemiş beyaz bir kedi pencerenin dışına bakıyor	Kedi, levrek üzerindeki masadaki pencereden dışarı bakıyor	3.8	ENTAILMENT
3491	Masaya tünemiş kedi pencereden dışarı bakıyor	Bir levrekte biri, pencerenin dışındaki beyaz bir dolapta bulunan küçük bir ahşap kediye bakıyor	2.9	NEUTRAL
3492	Küçük bir ahşap dolap üzerine tünemiş beyaz bir kedi pencerenin dışına bakıyor	Masaya tünemiş kedi pencereden dışarı bakıyor	4.0	NEUTRAL
3494	Bebeği yalayan köpek yok	Bir köpek bir bebeği yalıyor	3.75	CONTRADICTION
3496	Bir köpek bir bebekten uzaklaşıyor	Bir köpek bir bebeği yalıyor	3.1	NEUTRAL
3500	Bir köpek bir bebeği yalıyor	Bir bebek bir köpeği yalıyor	3.0	NEUTRAL
3504	Bir kadın sarımsak dilimliyor	Bir kadın sarımsak kesiyor	4.4	ENTAILMENT
3507	Kadın sarımsak fıstığı değil	Kadın sarımsak fıstığı	3.0	CONTRADICTION
3508	Bir kadın sarımsak kesiyor	Sarımsak kadın tarafından doğuruluyor	4.8	ENTAILMENT
3510	Kadın sarımsak fıstığı	Bir kadın sarımsak dilimliyor	4.6	ENTAILMENT
3511	Bir kadın sarımsaktan uzaklaşıyor	Kadın sarımsak fıstığı	3.6	NEUTRAL
3512	Bir kadın sarımsak kesiyor	Kadın sarımsak fıstığı	4.8	ENTAILMENT
3514	Bir kadın dans ediyor	Dans eden kadın yok	2.9	CONTRADICTION
3516	Adam dans etmiyor	Adam dans ediyor	3.9	CONTRADICTION
3517	Adam çılgınca dans ediyor	Bir kadın dans ediyor	3.0	NEUTRAL
3528	Kişi bir kalemle yazmıyor	Bir kişi yazıyor	3.4	NEUTRAL
3529	Yazı, kalem yapan bir kişi hakkında	Bir kişi yazıyor	2.9	NEUTRAL
3530	Kişi bir kalemle yazıyor	Kişi yazıyor	4.8	ENTAILMENT
3533	Birisi bir tencerede bamya kaynatıyor	Birisi bir tencerede bamya kaynatıyor	4.8	ENTAILMENT
3534	Birisi bamyayı bir tencereden çıkarıyor	Birisi bir tencerede bamya kaynatıyor	3.8	NEUTRAL
3537	Kimse Bamya'yı tavada pişirmiyor	Birisi bir tavada bamyayı pişiriyor	3.7	CONTRADICTION
3538	Birisi bir tencerede bamya kaynatıyor	Bamya bir tavada pişiriliyor	4.1	NEUTRAL
3539	Kimse Bamya'yı tavada pişirmiyor	Birisi bir tencerede bamya kaynatıyor	2.6	NEUTRAL
3541	Birisi bamyayı bir tencereden çıkarıyor	Birisi bir tavada bamyayı pişiriyor	4.1	NEUTRAL
3542	Birisi bir tencerede bamya ile kaynatılıyor	Birisi bir tavada bamyayı pişiriyor	3.0	NEUTRAL
3543	Birisi bir tencerede bamya kaynatıyor	Birisi bir tavada bamyayı pişiriyor	4.0	NEUTRAL
3544	Adam dans ediyor	Bir adam dans ediyor	4.9	ENTAILMENT
3547	Bir adam konuşuyor	Konuşan bir adam yok	3.9	CONTRADICTION
3548	Bir adam konuşuyor	Bir adam dans ediyor	2.7	NEUTRAL
3549	Konuşan bir adam yok	Bir adam dans ediyor	2.1	NEUTRAL
3552	Bir adam dans ediyor	Bir adam konuşuyor	1.9	NEUTRAL
3554	Bir sincap çevrelerde dönüyor	Çevrelerde dönen sincap yok	4.2	CONTRADICTION
3556	Bir sincap uzanıyor	Bir sincap çevrelerde koşuyor	2.9	CONTRADICTION
3561	Bir sincap çılgınca çevrelerde dönüyor	Bir sincap çevrelerde koşuyor	4.45	ENTAILMENT
3565	Kağıt makasla kesiliyor	Makasla kesilen kağıt yok	3.7	CONTRADICTION
3566	Kağıt makasla kesiliyor	Kağıt ve makas her ikisi de kesilmiş	3.085	NEUTRAL
3567	Kağıt parçası kesiliyor	Bazı kağıtlar kesiliyor	4.6	ENTAILMENT
3568	Kağıt parçası kesilmiyor	Kağıt parçası kesiliyor	4.0	CONTRADICTION
3569	Bazı kağıtlar kesiliyor	Kağıt makasla kesiliyor	4.9	ENTAILMENT
3571	Birisi makasla biraz kağıt kesiyor	Kağıt parçası kesiliyor	4.5	ENTAILMENT
3572	Kağıt parçası kesiliyor	Makasla kesilen kağıt yok	4.2	NEUTRAL
3574	Kağıt makasla kesiliyor	Kağıt parçası kesiliyor	4.4	ENTAILMENT
3576	Bir adam flütü bırakıyor	Bir adam flüt oynuyor	3.9	NEUTRAL
3577	Adam ustaca gitar çalıyor	Adam gitar çalıyor	4.5	ENTAILMENT
3579	Adam ustaca gitar çalıyor	Bir adam flüt oynuyor	3.2	NEUTRAL
3580	Bir adam flüt oynuyor	Adam gitar çalmıyor	3.1	ENTAILMENT
3582	Bir adam flütü bırakıyor	Adam gitar çalıyor	2.5	NEUTRAL
3584	Bir adam davul çalıyor	Davullar bir adam tarafından oynanıyor	4.9	ENTAILMENT
3589	Bir adam davul çalıyor	Bir adam davulun sökülüyor	3.385	NEUTRAL
3592	Bir adam davul çalıyor	Bir adam davul çalıyor	4.8	ENTAILMENT
3602	Adam kat egzersizleri yapıyor	Bir adam tembellik ediyor	2.3	NEUTRAL
3603	Adam kat egzersizleri yapıyor	Bir adam egzersiz yapıyor	4.3	ENTAILMENT
3607	Bir maymun bisiklet sürüyor	Bisiklete binme maymun yok	3.0	CONTRADICTION
3611	Bir maymunun üzerine bisiklet sürülüyor	Bir adam bisiklet sürüyor	3.4	NEUTRAL
3614	Bir maymun bisiklet sürüyor	Bir adam bisiklet sürüyor	2.6	NEUTRAL
3618	Bazı balıklar yüzüyor	Balık hareketsizdir	3.1	NEUTRAL
3620	Balık hareketsizdir	Bir balık yüzüyor	3.8	CONTRADICTION
3623	Bazı balıklar yüzüyor	Bir balık yüzüyor	4.3	ENTAILMENT
3624	Bir kadın beceriksizce eti tavaya koyuyor	Bir kadın eti tavaya koyuyor	4.5	ENTAILMENT
3627	Et bir tavaya bırakılıyor	Et tavaya bırakılmıyor	3.2	CONTRADICTION
3629	Bir kadın eti tavaya koyuyor	Birisi eti tavaya bırakıyor	4.6	ENTAILMENT
3630	Bir kadın eti tavaya koyuyor	Et tavaya bırakılmıyor	3.5	NEUTRAL
3633	Et bir tavaya bırakılıyor	Bir tavaya et koyan kadın yok	3.8	NEUTRAL
3635	Bir adam kurbağa tutuyor	Bir kişi kurbağa tutuyor	4.7	ENTAILMENT
3638	Kadın bir kurbağa tutuyor	Kadın bir kurbağa tutmuyor	3.6	CONTRADICTION
3639	Bir adam kurbağa tutuyor	Kadın tarafından bir kurbağa işleniyor	3.5	NEUTRAL
3640	Kadın bir kurbağa tutmuyor	Bir adam kurbağa tutuyor	3.6	NEUTRAL
3643	Bir adam kurbağa tutuyor	Kadın bir kurbağa tutuyor	3.5	NEUTRAL
3646	Dört genç adam duruyor ve arkasında bir araba patlıyor	Dört genç adam patlıyor ve bir araba hala arkasında duruyor	2.9	NEUTRAL
3647	Çocuklar yanan arabanın önünde duruyor	Çocuklar yanan arabanın önünde duruyor	5.0	ENTAILMENT
3649	Çocuklar yanan arabanın önünde duruyor	Çocuklar ayakta duruyor ve bir araba yakıyor	3.7	NEUTRAL
3650	Çocuklar yanan arabanın önünde duruyor	Dört genç adam duruyor ve arkasında bir araba patlıyor	4.0	NEUTRAL
3651	Dört genç adam duruyor ve arkasında bir araba patlıyor	Çocuklar yanan arabanın önünde durmuyor	2.9	NEUTRAL
3653	Çocuklar yanan arabanın önünde duruyor	Bazı genç erkekler hareketsiz duruyor ve arkasında bir araba patlıyor	3.7	NEUTRAL
3658	Bir sürahiyi suyla dolduran çocuk yok	Bir çocuk bir sürahiyi suyla dolduruyor	3.5	CONTRADICTION
3666	Bir erkek ve bir kadın güzel yürüyor	Bir erkek ve bir kadın yürüyor	4.9	ENTAILMENT
3668	Bir adam yağmurda dolaşıyor	Bir adam yağmurda yürüyor	5.0	ENTAILMENT
3669	Yağmurda yürüyen adam yok	Bir adam yağmurda yürüyor	3.5	CONTRADICTION
3672	Bir erkek ve bir kadın yürüyor	Yağmurda yürüyen adam yok	2.7	NEUTRAL
3673	Bir erkek ve bir kadın yürüyor	Yürüyen bir adam üzerine yağmur yağıyor	2.5	NEUTRAL
3682	Erkekler bir yarış yapıyor	Bazı yarışçılar bir pistte koşuyor	3.9	NEUTRAL
3684	Koşucular bir pistte yarışıyor	Erkekler bir yarış yapıyor	3.9	NEUTRAL
3685	Bazı erkekler bir yarış yapıyor	Yarışçılar bir pistte koşuyor	3.8	NEUTRAL
3686	Yarışçılar bir pistte koşuyor	Bazı erkekler dinleniyor	1.3	NEUTRAL
